id,name,description,creatorId,createdAt,updatedAt,upperCategory,lowerCategory,detailCategory,status,llmModel,chatbotType,maxInputLength,maxResponseLength,personaName,speakingStyle,personalityTraits,rolePrompt,prohibitedWordResponse,uploadFormats,uploadMethod,maxFileCount,maxFileSizeMB,documentManagerIds,visibility,allowedGroups,agentManagerIds,agentEditorIds,icon,backgroundColor,isCustomIcon,category,managerId,organizationId,isActive,유형
28,정치외교학과 대학원 진학 조언,정치외교학과 소속의 학생 및 교직원을 위한 대학원 진학 조언 안내 챗봇입니다.,user1028,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,정치외교학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,대학원 진학 조언 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,정치외교학과,user1028,,True,학생
20,영어교육과 비교과 프로그램 안내,영어교육과 소속의 학생 및 교직원을 위한 비교과 프로그램 안내 안내 챗봇입니다.,user1020,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사범대학,영어교육과,,active,gpt-4o,general-llm,2048,1024,도우미 하은,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,비교과 프로그램 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,영어교육과,user1020,,True,학생
88,마케팅학과 동문 인터뷰,마케팅학과 소속의 학생 및 교직원을 위한 동문 인터뷰 안내 챗봇입니다.,user1088,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,경영대학,마케팅학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,동문 인터뷰 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,마케팅학과,user1088,,True,학생
2,장학금 길잡이,교내·외 장학금 정보와 신청 요건을 안내합니다.,user1126,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,진로길잡이 현우,밝고 캐주얼한 말투,친절하고 전문적인 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1126'],organization,[],['user1126'],['user1126'],default.png,#FFFFFF,False,AI Chatbot,user1126,univ,True,학교
43,사회학과 문학작품 해설,사회학과 소속의 학생 및 교직원을 위한 문학작품 해설 안내 챗봇입니다.,user1043,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 현우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,문학작품 해설 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1043,,True,학생
12,사회학과 전공별 자격증 정보,사회학과 소속의 학생 및 교직원을 위한 전공별 자격증 정보 안내 챗봇입니다.,user1012,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 지훈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,전공별 자격증 정보 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1012,,True,학생
3,캠퍼스 투어 가이드,"학교 시설, 캠퍼스 맵, 인기 장소를 소개합니다.",user1329,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,졸업길잡이 지한,공손하고 친절한 말투,논리적이고 정확한 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1329'],organization,[],['user1329'],['user1329'],default.png,#FFFFFF,False,AI Chatbot,user1329,univ,True,학생
14,교육학과 학과 공지사항,교육학과 소속의 학생 및 교직원을 위한 학과 공지사항 안내 챗봇입니다.,user1014,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사범대학,교육학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,학과 공지사항 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교육학과,user1014,,True,학생
78,심리학과 시간관리 코칭,심리학과 소속의 학생 및 교직원을 위한 시간관리 코칭 안내 챗봇입니다.,user1078,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,심리학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,시간관리 코칭 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,심리학과,user1078,,True,학생
90,교양과목운영팀 슬기로운 대학생활,교양과목운영팀 소속의 학생 및 교직원을 위한 슬기로운 대학생활 안내 챗봇입니다.,user1090,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 하은,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,슬기로운 대학생활 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1090,,True,학생
65,사학과 교육 실습 준비,사학과 소속의 학생 및 교직원을 위한 교육 실습 준비 안내 챗봇입니다.,user1065,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,인문대학,사학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,교육 실습 준비 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사학과,user1065,,True,학생
